3 ==> 533 #SUP: 43 #CONF: 0.9772727272727273
4 ==> 367 #SUP: 38 #CONF: 0.9047619047619048
502 ==> 4 #SUP: 38 #CONF: 0.926829268292683
4 ==> 502 #SUP: 38 #CONF: 0.9047619047619048
566 ==> 4 #SUP: 41 #CONF: 0.9761904761904762
4 ==> 566 #SUP: 41 #CONF: 0.9761904761904762
4 ==> 581 #SUP: 38 #CONF: 0.9047619047619048
10 ==> 788 #SUP: 42 #CONF: 0.9130434782608695
11 ==> 660 #SUP: 37 #CONF: 0.925
315 ==> 316 #SUP: 50 #CONF: 0.9803921568627451
315 ==> 788 #SUP: 47 #CONF: 0.9215686274509803
693 ==> 316 #SUP: 39 #CONF: 0.9069767441860465
566 ==> 367 #SUP: 38 #CONF: 0.9047619047619048
371 ==> 434 #SUP: 34 #CONF: 1.0
434 ==> 372 #SUP: 35 #CONF: 0.9210526315789473
427 ==> 788 #SUP: 44 #CONF: 0.9166666666666666
827 ==> 434 #SUP: 34 #CONF: 0.9444444444444444
462 ==> 471 #SUP: 55 #CONF: 1.0
478 ==> 788 #SUP: 38 #CONF: 0.9047619047619048
566 ==> 502 #SUP: 39 #CONF: 0.9285714285714286
502 ==> 566 #SUP: 39 #CONF: 0.9512195121951219
502 ==> 581 #SUP: 37 #CONF: 0.9024390243902439
702 ==> 533 #SUP: 38 #CONF: 0.9047619047619048
828 ==> 533 #SUP: 41 #CONF: 0.9761904761904762
829 ==> 533 #SUP: 46 #CONF: 0.9019607843137255
566 ==> 581 #SUP: 38 #CONF: 0.9047619047619048
828 ==> 573 #SUP: 38 #CONF: 0.9047619047619048
693 ==> 788 #SUP: 41 #CONF: 0.9534883720930233
3 573 ==> 533 #SUP: 37 #CONF: 0.9736842105263158
3 828 ==> 533 #SUP: 34 #CONF: 0.9714285714285714
3 829 ==> 533 #SUP: 39 #CONF: 1.0
3 533 ==> 829 #SUP: 39 #CONF: 0.9069767441860465
367 502 ==> 4 #SUP: 35 #CONF: 0.9722222222222222
4 502 ==> 367 #SUP: 35 #CONF: 0.9210526315789473
4 367 ==> 502 #SUP: 35 #CONF: 0.9210526315789473
367 566 ==> 4 #SUP: 37 #CONF: 0.9736842105263158
4 566 ==> 367 #SUP: 37 #CONF: 0.9024390243902439
4 367 ==> 566 #SUP: 37 #CONF: 0.9736842105263158
367 581 ==> 4 #SUP: 35 #CONF: 0.9722222222222222
4 581 ==> 367 #SUP: 35 #CONF: 0.9210526315789473
4 367 ==> 581 #SUP: 35 #CONF: 0.9210526315789473
502 566 ==> 4 #SUP: 38 #CONF: 0.9743589743589743
4 566 ==> 502 #SUP: 38 #CONF: 0.926829268292683
4 502 ==> 566 #SUP: 38 #CONF: 1.0
566 ==> 4 502 #SUP: 38 #CONF: 0.9047619047619048
502 ==> 4 566 #SUP: 38 #CONF: 0.926829268292683
4 ==> 502 566 #SUP: 38 #CONF: 0.9047619047619048
502 581 ==> 4 #SUP: 35 #CONF: 0.9459459459459459
4 581 ==> 502 #SUP: 35 #CONF: 0.9210526315789473
4 502 ==> 581 #SUP: 35 #CONF: 0.9210526315789473
566 581 ==> 4 #SUP: 37 #CONF: 0.9736842105263158
4 581 ==> 566 #SUP: 37 #CONF: 0.9736842105263158
4 566 ==> 581 #SUP: 37 #CONF: 0.9024390243902439
10 316 ==> 315 #SUP: 35 #CONF: 0.9459459459459459
10 315 ==> 316 #SUP: 35 #CONF: 0.9722222222222222
10 315 ==> 788 #SUP: 36 #CONF: 1.0
10 316 ==> 788 #SUP: 36 #CONF: 0.972972972972973
10 427 ==> 788 #SUP: 34 #CONF: 1.0
478 788 ==> 10 #SUP: 35 #CONF: 0.9210526315789473
10 478 ==> 788 #SUP: 35 #CONF: 0.9459459459459459
10 531 ==> 788 #SUP: 34 #CONF: 0.9714285714285714
11 660 ==> 653 #SUP: 34 #CONF: 0.918918918918919
11 653 ==> 660 #SUP: 34 #CONF: 1.0
11 816 ==> 660 #SUP: 34 #CONF: 1.0
11 660 ==> 816 #SUP: 34 #CONF: 0.918918918918919
11 817 ==> 660 #SUP: 34 #CONF: 1.0
11 660 ==> 817 #SUP: 34 #CONF: 0.918918918918919
316 397 ==> 315 #SUP: 38 #CONF: 0.926829268292683
315 397 ==> 316 #SUP: 38 #CONF: 0.9743589743589743
315 427 ==> 316 #SUP: 36 #CONF: 0.972972972972973
315 531 ==> 316 #SUP: 36 #CONF: 0.972972972972973
316 693 ==> 315 #SUP: 36 #CONF: 0.9230769230769231
315 693 ==> 316 #SUP: 36 #CONF: 0.972972972972973
316 788 ==> 315 #SUP: 46 #CONF: 0.92
315 788 ==> 316 #SUP: 46 #CONF: 0.9787234042553191
315 316 ==> 788 #SUP: 46 #CONF: 0.92
315 ==> 316 788 #SUP: 46 #CONF: 0.9019607843137255
397 788 ==> 315 #SUP: 38 #CONF: 0.9047619047619048
315 397 ==> 788 #SUP: 38 #CONF: 0.9743589743589743
315 427 ==> 788 #SUP: 36 #CONF: 0.972972972972973
315 531 ==> 788 #SUP: 36 #CONF: 0.972972972972973
315 693 ==> 788 #SUP: 36 #CONF: 0.972972972972973
397 788 ==> 316 #SUP: 38 #CONF: 0.9047619047619048
316 397 ==> 788 #SUP: 38 #CONF: 0.926829268292683
316 427 ==> 788 #SUP: 39 #CONF: 0.9285714285714286
531 788 ==> 316 #SUP: 39 #CONF: 0.9512195121951219
316 531 ==> 788 #SUP: 39 #CONF: 0.9512195121951219
693 788 ==> 316 #SUP: 37 #CONF: 0.9024390243902439
316 693 ==> 788 #SUP: 37 #CONF: 0.9487179487179487
423 816 ==> 317 #SUP: 39 #CONF: 0.9285714285714286
317 423 ==> 816 #SUP: 39 #CONF: 0.9285714285714286
317 817 ==> 722 #SUP: 36 #CONF: 0.9230769230769231
317 817 ==> 816 #SUP: 36 #CONF: 0.9230769230769231
502 566 ==> 367 #SUP: 36 #CONF: 0.9230769230769231
367 566 ==> 502 #SUP: 36 #CONF: 0.9473684210526315
367 502 ==> 566 #SUP: 36 #CONF: 1.0
566 581 ==> 367 #SUP: 35 #CONF: 0.9210526315789473
367 581 ==> 566 #SUP: 35 #CONF: 0.9722222222222222
367 566 ==> 581 #SUP: 35 #CONF: 0.9210526315789473
397 693 ==> 788 #SUP: 34 #CONF: 0.9714285714285714
423 817 ==> 816 #SUP: 34 #CONF: 0.9714285714285714
427 531 ==> 788 #SUP: 35 #CONF: 0.9722222222222222
427 693 ==> 788 #SUP: 35 #CONF: 0.9459459459459459
471 550 ==> 462 #SUP: 41 #CONF: 0.9761904761904762
462 550 ==> 471 #SUP: 41 #CONF: 1.0
566 581 ==> 502 #SUP: 36 #CONF: 0.9473684210526315
502 581 ==> 566 #SUP: 36 #CONF: 0.972972972972973
502 566 ==> 581 #SUP: 36 #CONF: 0.9230769230769231
573 828 ==> 533 #SUP: 37 #CONF: 0.9736842105263158
533 828 ==> 573 #SUP: 37 #CONF: 0.9024390243902439
573 829 ==> 533 #SUP: 38 #CONF: 1.0
702 829 ==> 533 #SUP: 36 #CONF: 1.0
533 702 ==> 829 #SUP: 36 #CONF: 0.9473684210526315
828 829 ==> 533 #SUP: 35 #CONF: 1.0
549 653 ==> 722 #SUP: 34 #CONF: 0.9444444444444444
653 766 ==> 549 #SUP: 34 #CONF: 0.918918918918919
549 653 ==> 766 #SUP: 34 #CONF: 0.9444444444444444
